[ 2012-10-05T12:49:21+08:00 ] /talent_pool/ | INFO: Tag[ app_begin ] --START--
[ 2012-10-05T13:02:47+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.006272s ]
[ 2012-10-05T13:02:47+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.006722s ]
[ 2012-10-05T13:02:47+08:00 ] /talent_pool/index.php/Company/talent_search.html | NOTIC: [2048] Declaration of CompanyAction::mailbox() should be compatible with that of CommonUserAction::mailbox() CompanyAction.class.php 第 3 行.
[ 2012-10-05T13:02:47+08:00 ] /talent_pool/index.php/Company/talent_search.html | SQL: SHOW COLUMNS FROM `student` [ RunTime:0.018398s ]
[ 2012-10-05T13:02:47+08:00 ] /talent_pool/index.php/Company/talent_search.html | SQL: SELECT * FROM `student` LIMIT 0,30   [ RunTime:0.002542s ]
[ 2012-10-05T13:02:47+08:00 ] /talent_pool/index.php/Company/talent_search.html | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.017656s ]
[ 2012-10-05T13:02:47+08:00 ] /talent_pool/index.php/Company/talent_search.html | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.001661s ]
[ 2012-10-05T13:02:47+08:00 ] /talent_pool/index.php/Company/talent_search.html | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.016784s ]
[ 2012-10-05T13:02:47+08:00 ] /talent_pool/index.php/Company/talent_search.html | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.001579s ]
[ 2012-10-05T13:02:47+08:00 ] /talent_pool/index.php/Company/talent_search.html | NOTIC: [8] Undefined index: username functions.php 第 441 行.
[ 2012-10-05T13:02:47+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Tag[ view_template ] --START--
[ 2012-10-05T13:02:47+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Run LocationTemplate Behavior [ RunTime:0.002494s ]
[ 2012-10-05T13:02:47+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.002776s ]
[ 2012-10-05T13:02:47+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Tag[ view_parse ] --START--
[ 2012-10-05T13:02:48+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Run ParseTemplate Behavior [ RunTime:0.045351s ]
[ 2012-10-05T13:02:48+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.045659s ]
[ 2012-10-05T13:02:48+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Tag[ view_filter ] --START--
[ 2012-10-05T13:02:48+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Run ContentReplace Behavior [ RunTime:0.001782s ]
[ 2012-10-05T13:02:48+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Run TokenBuild Behavior [ RunTime:0.002153s ]
[ 2012-10-05T13:02:48+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001202s ]
[ 2012-10-05T13:02:48+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Run ShowRuntime Behavior [ RunTime:0.002200s ]
[ 2012-10-05T13:02:48+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008093s ]
[ 2012-10-05T13:02:48+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Tag[ view_end ] --START--
[ 2012-10-05T13:02:48+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.005420s ]
[ 2012-10-05T13:02:48+08:00 ] /talent_pool/index.php/Company/talent_search.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.005824s ]
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Tag[ app_begin ] --START--
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003110s ]
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003445s ]
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Tag[ view_template ] --START--
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001922s ]
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002225s ]
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Tag[ view_parse ] --START--
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Run ParseTemplate Behavior [ RunTime:0.045332s ]
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.045969s ]
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Tag[ view_filter ] --START--
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Run ContentReplace Behavior [ RunTime:0.002109s ]
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Run TokenBuild Behavior [ RunTime:0.001847s ]
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001517s ]
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002056s ]
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008589s ]
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Tag[ view_end ] --START--
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.009054s ]
[ 2012-10-05T13:02:50+08:00 ] /talent_pool/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.009980s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Index/login | INFO: Tag[ route_check ] --START--
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Index/login | INFO: Run CheckRoute Behavior [ RunTime:0.003879s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Index/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.004225s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Index/login | INFO: Tag[ app_begin ] --START--
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Index/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002473s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Index/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003003s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Index/login | SQL: SHOW COLUMNS FROM `company` [ RunTime:0.019493s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Index/login | SQL: SELECT * FROM `company` WHERE ( `cid` = 'COM_boc' ) AND ( `password` = 'e10adc3949ba59abbe56e057f20f883e' )  [ RunTime:0.002909s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | INFO: Tag[ route_check ] --START--
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | INFO: Run CheckRoute Behavior [ RunTime:0.005557s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.005934s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | INFO: Tag[ app_begin ] --START--
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002339s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002634s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | NOTIC: [2048] Declaration of CompanyAction::mailbox() should be compatible with that of CommonUserAction::mailbox() CompanyAction.class.php 第 3 行.
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | SQL: SHOW COLUMNS FROM `company` [ RunTime:0.012389s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | SQL: SELECT * FROM `company` WHERE ( `cid` = 'COM_boc' ) LIMIT 1   [ RunTime:0.001077s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | NOTIC: [8] Undefined index: username CommonUserAction.class.php 第 18 行.
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | SQL: SHOW COLUMNS FROM `message` [ RunTime:0.013190s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | SQL: SELECT COUNT(*) AS tp_count FROM `message` WHERE ( `receiver_id` = 'COM_boc' ) AND ( `unread` = 1 ) LIMIT 1   [ RunTime:0.001291s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | SQL: SHOW COLUMNS FROM `message` [ RunTime:0.032846s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | SQL: SELECT COUNT(*) AS tp_count FROM `message` WHERE ( `receiver_id` = 'COM_boc' ) AND ( `unread` = 1 ) AND ( `sender_type` = 'enterprise' ) LIMIT 1   [ RunTime:0.001118s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | SQL: SHOW COLUMNS FROM `message` [ RunTime:0.013377s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | SQL: SELECT COUNT(*) AS tp_count FROM `message` WHERE ( `receiver_id` = 'COM_boc' ) AND ( `unread` = 1 ) AND ( `sender_type` = 'student' ) LIMIT 1   [ RunTime:0.001026s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | SQL: SHOW COLUMNS FROM `message` [ RunTime:0.012609s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | SQL: SELECT COUNT(*) AS tp_count FROM `message` WHERE ( `receiver_id` = 'COM_boc' ) AND ( `unread` = 1 ) AND ( `sender_type` = 'teacher' ) LIMIT 1   [ RunTime:0.000922s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | SQL: SHOW COLUMNS FROM `message` [ RunTime:0.014277s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | SQL: SELECT COUNT(*) AS tp_count FROM `message` WHERE ( `receiver_id` = 'COM_boc' ) AND ( `unread` = 1 ) AND ( `sender_type` = 'company' ) LIMIT 1   [ RunTime:0.001293s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | INFO: Tag[ view_template ] --START--
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | INFO: Run LocationTemplate Behavior [ RunTime:0.003066s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.003374s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | INFO: Tag[ view_parse ] --START--
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | INFO: Run ParseTemplate Behavior [ RunTime:0.025117s ]
[ 2012-10-05T13:02:56+08:00 ] /talent_pool/index.php/Company/company.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025422s ]
